predicted,truth,output,top,path
6,3,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094455629587173,2024-09-07-13-37-18/SITE595_ORNT0_VIS4mi.png
6,6,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009315773844719,2024-07-29-16-41-43/SITE205_ORNT305_VIS7mi.png
6,7,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093721002340317,2024-10-06-12-31-10/SITE22_ORNT285_VIS8mi.png
6,7,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009334996342659,2024-06-07-15-28-05/SITE18_ORNT210_VIS8mi.png
6,3,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093570500612259,2025-03-03-11-33-30/SITE13_ORNT85_VIS4mi.png
6,6,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093497484922409,2024-05-09-16-15-37/SITE94_ORNT180_VIS7mi.png
6,3,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093977302312851,2024-07-25-18-03-52/SITE411_ORNT75_VIS4mi.png
6,4,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094430297613144,2024-09-18-18-13-42/SITE474_ORNT270_VIS5mi.png
6,2,"[0.1005, 0.1000, 0.0997, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009090319275856,2024-05-30-17-47-26/SITE394_ORNT180_VIS3mi.png
6,8,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0999, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10091584920883179,2024-06-09-10-51-06/SITE304_ORNT290_VIS9mi.png
