site_id,n_total,n_train,n_val,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,val_loss,test_loss,epoch
SITE334,50,35,7,8,7,22,0.625,0.625,-0.6052631139755249,1.625,2.7613401412963867,1.2577577233314514,1.0245983600616455,1.2132909297943115,7
SITE336,23,14,3,6,22,37,0.5,0.8333333134651184,-2.3000001907348633,1.6666666269302368,2.708012819290161,1.1340644359588623,1.1891578435897827,1.3755214214324951,22
SITE338,20,12,3,5,1,16,0.4000000059604645,0.6000000238418579,-5.125,2.200000047683716,3.130495309829712,2.398897171020508,0.1496230661869049,1.369398832321167,1
SITE339,27,16,3,8,1,16,0.375,0.875,0.2542372941970825,1.25,1.658312439918518,1.7952953577041626,1.5003948211669922,1.5130313634872437,1
SITE340,43,26,5,12,1,16,0.3333333432674408,0.5833333134651184,0.10857146978378296,1.75,2.3273732662200928,1.836661696434021,1.9248508214950562,1.7422685623168945,1
SITE343,48,29,7,12,1,16,0.5833333134651184,0.75,0.5611428320407867,1.0,1.632993221282959,1.4421076774597168,1.909696102142334,1.4897956848144531,1
SITE345,28,18,4,6,11,26,0.6666666865348816,0.8333333134651184,0.732142835855484,0.6666666865348816,1.29099440574646,1.5397276282310486,1.0767738819122314,1.2672550678253174,11
SITE353,35,21,4,10,44,59,0.6000000238418579,0.699999988079071,0.12408757209777832,1.399999976158142,2.4494898319244385,0.14685966819524765,9.374342334922403e-05,1.7952808141708374,44
SITE355,37,23,4,10,10,25,0.6000000238418579,0.699999988079071,0.6083333194255829,1.2999999523162842,2.1679482460021973,0.9836484789848328,0.34141820669174194,1.619144082069397,10
SITE358,54,30,7,17,4,19,0.3529411852359772,0.6470588445663452,-3.2204856872558594,2.058823585510254,2.9003043174743652,1.1229503750801086,1.4955977201461792,0.9694937579333782,4
SITE360,31,19,4,8,1,16,0.375,0.75,-1.2736842632293701,1.375,1.837117314338684,1.363940715789795,1.3011060953140259,1.401128888130188,1
SITE361,25,16,3,6,1,16,0.5,0.8333333134651184,-0.03797471523284912,1.5,2.6140644550323486,1.658122181892395,0.7584781646728516,1.2551437616348267,1
SITE362,41,24,5,12,1,16,0.25,0.5,-0.2968299388885498,2.6666667461395264,3.535533905029297,1.3941655158996582,2.1519477367401123,2.056185245513916,1
SITE363,45,30,5,10,6,21,0.6000000238418579,0.8999999761581421,0.7576530873775482,0.699999988079071,1.3784048557281494,1.0980942249298096,0.4133666455745697,1.2212964296340942,6
SITE366,44,27,5,12,13,28,0.25,0.5,-1.2066116333007812,3.0,3.8514065742492676,1.3961337208747864,0.7210450172424316,1.4362895488739014,13
SITE367,32,20,4,8,43,58,0.625,0.75,-0.12077295780181885,1.125,1.9039433002471924,0.3112610802054405,0.0014076437801122665,1.3975775241851807,43
SITE375,25,14,4,7,30,45,0.8571428656578064,0.8571428656578064,0.884615384042263,0.4285714328289032,1.133893370628357,0.5446686148643494,0.7962591648101807,0.6859623193740845,30
SITE376,35,19,6,10,11,26,0.30000001192092896,0.5,-0.2769784927368164,2.0999999046325684,2.6645824909210205,1.4807382822036743,1.2142326831817627,1.6022357940673828,11
SITE377,50,25,8,17,9,24,0.23529411852359772,0.5882353186607361,-0.1387995481491089,2.058823585510254,2.7116305828094482,0.9572809338569641,1.4512660503387451,2.4112801551818848,9
SITE380,32,20,4,8,2,17,0.75,0.875,0.793240562081337,0.625,1.2747548818588257,1.7577646374702454,1.0685123205184937,1.1784851551055908,2
SITE383,20,13,2,5,18,33,0.20000000298023224,0.4000000059604645,-0.8617022037506104,2.200000047683716,2.6457512378692627,0.8537395596504211,0.9441055655479431,1.9140011072158813,18
SITE385,34,20,5,9,1,16,0.2222222238779068,0.5555555820465088,-0.7573965787887573,2.222222328186035,2.708012819290161,2.5538066625595093,1.4303677082061768,1.7482824325561523,1
SITE386,43,25,5,13,3,18,0.5384615659713745,0.8461538553237915,0.512278288602829,1.1538461446762085,2.0568833351135254,1.267838180065155,0.912895143032074,1.3782538175582886,3
SITE388,20,12,2,6,7,22,0.5,0.6666666865348816,0.1801241636276245,1.3333333730697632,1.9148542881011963,1.2798113822937012,0.5464416146278381,2.3771586418151855,7
