site_id,n_total,n_train,n_val,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,val_loss,test_loss,epoch
SITE439,48,29,6,13,2,17,0.3076923191547394,0.5384615659713745,-0.4716984033584595,2.0,2.7174649238586426,2.778537392616272,2.402818441390991,2.061030864715576,2
SITE442,71,43,11,17,17,32,0.23529411852359772,0.7058823704719543,-0.3650662899017334,1.8235293626785278,2.3886988162994385,1.9738879998524983,2.393707752227783,1.9228560328483582,17
SITE443,20,14,3,3,4,19,0.6666666865348816,0.6666666865348816,-0.5,1.0,1.7320507764816284,2.4353694915771484,2.9176454544067383,2.0208287239074707,4
SITE446,68,45,5,18,1,16,0.2222222238779068,0.6666666865348816,-0.35214364528656006,2.6111111640930176,3.3747427463531494,7.98270050684611,2.968332529067993,2.329108238220215,1
SITE447,21,13,1,7,40,55,0.1428571492433548,0.4285714328289032,-3.090909004211426,4.857142925262451,6.210590362548828,1.0655829906463623,0.11319722980260849,2.986989736557007,40
SITE454,28,18,5,5,3,18,0.800000011920929,0.800000011920929,-0.24999988079071045,0.6000000238418579,1.3416407108306885,3.179326057434082,2.208198308944702,1.045401930809021,3
SITE455,31,19,3,9,2,17,0.2222222238779068,0.4444444477558136,-0.08823525905609131,2.777777671813965,3.5118844509124756,3.0393683910369873,2.747678279876709,2.1439759731292725,2
SITE460,20,13,3,4,6,21,0.25,0.5,0.0,2.5,3.082206964492798,2.0626513957977295,1.957676649093628,1.9601157903671265,6
SITE461,20,12,2,6,4,19,0.1666666716337204,0.5,-1.8054609298706055,3.8333332538604736,4.77842378616333,2.7485523223876953,2.6599767208099365,2.234156608581543,4
SITE463,26,16,3,7,25,40,0.2857142984867096,0.7142857313156128,0.04381448030471802,2.142857074737549,2.7516229152679443,1.204474687576294,1.209450125694275,2.5003907680511475,25
SITE464,36,23,6,7,3,18,0.5714285969734192,0.5714285969734192,-0.7246378660202026,2.857142925262451,4.407785415649414,1.9453387260437012,1.7456567287445068,2.0118470191955566,3
SITE468,24,13,3,8,4,19,0.0,0.25,-5.368627548217773,4.625,5.037360191345215,3.082956075668335,2.8510565757751465,2.2698585987091064,4
SITE469,20,12,3,5,3,18,0.4000000059604645,1.0,-1.25,1.0,1.3416407108306885,3.607330083847046,3.1295037269592285,1.7643898725509644,3
SITE471,66,40,7,19,40,55,0.3684210479259491,0.3684210479259491,-0.9562859535217285,2.78947377204895,3.872983455657959,1.1207603613535564,0.6292313933372498,1.9422475099563599,40
SITE474,22,13,2,7,3,18,0.0,0.4285714328289032,-1.9166665077209473,3.5714285373687744,4.05321741104126,4.924562931060791,1.947615385055542,2.703355312347412,3
SITE477,50,31,6,13,2,17,0.38461539149284363,0.5384615659713745,-1.0199201107025146,2.461538553237915,3.464101552963257,1.9743500351905823,1.7620891332626343,2.1216461658477783,2
SITE483,33,21,3,9,3,18,0.2222222238779068,0.3333333432674408,-2.392578125,3.8888888359069824,4.630814552307129,1.9875864386558533,2.1841020584106445,2.9392144680023193,3
SITE485,43,25,4,14,5,20,0.2857142984867096,0.7857142686843872,0.6344647109508514,1.2857142686843872,1.6903085708618164,1.7577918767929077,2.236042022705078,2.361851215362549,5
SITE486,25,17,3,5,1,16,0.800000011920929,0.800000011920929,-0.25,1.0,2.2360680103302,1.1515123844146729,0.0,19.985458374023438,1
SITE490,52,31,8,13,17,32,0.3076923191547394,0.4615384638309479,-1.251081943511963,2.615384578704834,3.5082321166992188,1.4366022944450378,1.7460277080535889,1.7226288318634033,17
SITE492,25,14,4,7,19,34,0.4285714328289032,0.5714285969734192,-0.9758063554763794,1.5714285373687744,2.2360680103302,1.0115348100662231,1.271237850189209,1.287452220916748,19
SITE506,44,23,6,15,9,24,0.46666666865348816,0.46666666865348816,0.0,2.0,2.8284270763397217,1.258223056793213,1.7050389051437378,1.3242231607437134,9
SITE508,115,64,17,34,1,16,0.05882352963089943,0.38235294818878174,-0.05943036079406738,2.7058823108673096,2.980327606201172,4.328746438026428,2.4524166584014893,2.3563111623128257,1
SITE510,26,16,3,7,4,19,0.4285714328289032,0.4285714328289032,-0.927536129951477,2.2857143878936768,3.295017719268799,2.134138584136963,1.9489178657531738,1.9649043083190918,4
SITE520,69,43,14,12,1,16,0.1666666716337204,0.4166666567325592,-2.3333332538604736,3.5,4.183300018310547,5.975079854329427,2.757133960723877,2.189082622528076,1
SITE521,60,34,9,17,2,17,0.29411765933036804,0.47058823704719543,-1.3151092529296875,3.7058823108673096,4.916957378387451,2.897383451461792,2.3189361095428467,1.8322636485099792,2
SITE522,75,47,7,21,9,24,0.3333333432674408,0.380952388048172,-1.5052225589752197,3.5238094329833984,4.546060562133789,1.6714019775390625,1.299406886100769,1.7929858565330505,9
SITE528,45,25,8,12,16,31,0.3333333432674408,0.4166666567325592,-1.5227274894714355,2.6666667461395264,3.5118844509124756,1.122364342212677,2.3251523971557617,1.309011697769165,16
SITE538,28,19,2,7,1,16,0.2857142984867096,0.2857142984867096,-2.2990429401397705,4.4285712242126465,5.304984092712402,5.459949612617493,0.00421528285369277,5.572021961212158,1
SITE539,24,14,4,6,4,19,0.5,0.5,-1.0,2.5,3.535533905029297,2.238494873046875,2.6225173473358154,2.0163207054138184,4
SITE540,22,16,4,2,4,19,0.0,0.0,,5.0,5.0,2.6205968856811523,2.738180160522461,1.6251230239868164,4
SITE541,31,19,5,7,3,18,0.2857142984867096,0.2857142984867096,-2.40175461769104,5.285714149475098,6.290582656860352,2.4026395082473755,2.51043963432312,2.555042266845703,3
SITE542,31,16,2,13,6,21,0.23076923191547394,0.4615384638309479,-0.06393873691558838,2.461538553237915,3.1378581523895264,1.8470900058746338,2.765821695327759,2.131378173828125,6
SITE545,35,24,5,6,2,17,0.5,1.0,-1.0,1.0,1.4142135381698608,3.2988513708114624,2.73410701751709,1.7899129390716553,2
SITE547,24,17,3,4,2,17,0.5,0.5,-1.0,4.5,6.363961219787598,12.99808269739151,0.0031321607530117035,7.132965564727783,2
SITE556,21,14,3,4,8,23,0.5,0.75,-0.6666666269302368,1.0,1.5811388492584229,1.9144909381866455,0.9355051517486572,1.8101589679718018,8
SITE557,74,45,10,19,2,17,0.15789473056793213,0.15789473056793213,-3.5621910095214844,4.8947367668151855,5.539332866668701,2.5558297634124756,2.4229910373687744,2.2203363180160522,2
SITE561,48,30,8,10,2,17,0.20000000298023224,0.20000000298023224,-3.2010583877563477,5.5,6.300793647766113,2.8699687719345093,3.1898880004882812,2.1675736904144287,2
SITE563,33,19,6,8,14,29,0.25,0.75,-1.2089552879333496,2.25,3.041381359100342,1.1806068122386932,1.580155849456787,6.592790603637695,14
SITE564,34,22,7,5,2,17,0.20000000298023224,0.4000000059604645,-0.1607142686843872,2.799999952316284,3.224903106689453,2.5880712270736694,2.936201810836792,2.1392998695373535,2
SITE568,24,16,2,6,4,19,0.3333333432674408,0.5,-0.004784584045410156,1.8333333730697632,2.415229558944702,4.067533016204834,1.5164839029312134,1.8219869136810303,4
SITE569,48,28,7,13,38,53,0.23076923191547394,0.692307710647583,-0.6184738874435425,1.692307710647583,2.183856964111328,0.6813012063503265,2.7247756406723056e-06,5.449157238006592,38
SITE572,30,19,6,5,4,19,0.6000000238418579,1.0,-0.6666666269302368,0.800000011920929,1.2649110555648804,1.7563117146492004,3.6946849822998047,1.408780813217163,4
SITE574,24,15,3,6,12,27,0.3333333432674408,0.6666666865348816,-1.5714287757873535,1.8333333730697632,2.345207929611206,1.901309847831726,1.5720738172531128,1.818319320678711,12
SITE575,57,33,8,16,7,22,0.1875,0.5625,-0.5517241954803467,2.625,3.3541018962860107,1.9027783870697021,1.4872260093688965,2.67612886428833,7
SITE577,34,20,6,8,3,18,0.0,0.75,-0.2525252103805542,2.25,2.7838821411132812,2.3213274478912354,4.023501396179199,2.297971725463867,3
SITE578,29,16,3,10,7,22,0.20000000298023224,0.699999988079071,-0.06493508815765381,1.7000000476837158,2.024845600128174,1.977768898010254,0.8288132548332214,1.9400376081466675,7
SITE580,22,14,3,5,5,20,0.800000011920929,1.0,-0.25000011920928955,0.4000000059604645,0.8944271802902222,2.096024990081787,2.6842079162597656,1.7270338535308838,5
SITE581,39,25,5,9,16,31,0.4444444477558136,0.6666666865348816,-0.7153465747833252,1.8888888359069824,2.924988031387329,1.4472962617874146,0.9283748865127563,1.3156768083572388,16
SITE584,27,17,2,8,3,18,0.0,0.0,-17.81818199157715,7.0,7.193747520446777,2.832435965538025,2.721344232559204,2.028745412826538,3
SITE587,30,19,4,7,4,19,0.5714285969734192,1.0,-0.7500001192092896,0.8571428656578064,1.309307336807251,1.923300325870514,3.3762829303741455,1.7968324422836304,4
SITE593,44,28,7,9,4,19,0.5555555820465088,1.0,-0.008620738983154297,0.7777777910232544,1.201850414276123,1.9810054302215576,1.8230206966400146,1.7361555099487305,4
SITE595,72,47,7,18,3,18,0.4444444477558136,0.6111111044883728,-0.40918564796447754,1.8888888359069824,2.886751174926758,2.0052174727121987,2.2214770317077637,1.9351143836975098,3
SITE597,28,18,2,8,6,21,0.375,0.625,-0.16610169410705566,1.625,2.3184046745300293,1.5840409398078918,1.063572645187378,1.8823268413543701,6
SITE598,28,11,6,11,4,19,0.3636363744735718,0.7272727489471436,-0.6784037351608276,1.545454502105713,2.4308621883392334,1.9697203636169434,3.5963828563690186,2.4427130222320557,4
SITE601,33,22,5,6,8,23,0.3333333432674408,0.3333333432674408,-1.9854133129119873,5.833333492279053,7.153088092803955,1.951522171497345,1.4598692655563354,1.4880034923553467,8
SITE602,53,29,8,16,7,22,0.4375,0.75,-0.3428415060043335,1.8125,3.092329263687134,1.8011598587036133,1.481368899345398,1.6161115169525146,7
SITE606,49,28,8,13,2,17,0.0,0.1538461595773697,-0.12755107879638672,3.307692289352417,3.430631160736084,3.439427614212036,2.54313325881958,2.2511754035949707,2
SITE607,40,23,8,9,3,18,0.1111111119389534,0.1111111119389534,-0.2361445426940918,3.3333332538604736,3.5590262413024902,2.5108593702316284,2.7070889472961426,2.391470193862915,3
SITE610,38,23,6,9,3,18,0.2222222238779068,0.5555555820465088,-1.142857313156128,2.6666667461395264,3.6514837741851807,2.4902697801589966,2.548861503601074,2.1383867263793945,3
SITE612,59,35,9,15,7,22,0.2666666805744171,0.3333333432674408,-1.8199052810668945,3.200000047683716,3.9832985401153564,1.9708911577860515,1.8276125192642212,2.1453421115875244,7
SITE616,48,27,5,16,22,37,0.3125,0.875,0.6452529728412628,1.1875,1.5612494945526123,1.492592990398407,0.45771080255508423,2.526012659072876,22
SITE617,36,20,6,10,3,18,0.0,0.800000011920929,-1.1264369487762451,2.799999952316284,3.847076892852783,2.4691832065582275,2.755824089050293,2.6243741512298584,3
SITE620,57,32,7,18,2,17,0.1111111119389534,0.1111111119389534,-5.882352352142334,6.666666507720947,7.211102485656738,3.393479108810425,2.5953080654144287,2.343067765235901,2
SITE622,48,35,4,9,1,16,0.3333333432674408,0.6666666865348816,-0.89686119556427,2.222222328186035,3.2317864894866943,8.175105412801107,2.3735928535461426,2.2354965209960938,1
SITE623,30,14,5,11,7,22,0.1818181872367859,1.0,-0.020618438720703125,1.0909091234207153,1.279204249382019,1.668120265007019,1.0835946798324585,1.7666940689086914,7
SITE624,28,18,2,8,2,17,0.125,0.25,-3.033426284790039,4.125,4.756574630737305,5.87061619758606,1.6307166814804077,2.235157012939453,2
SITE626,35,17,8,10,26,41,0.10000000149011612,0.699999988079071,-0.9544259309768677,3.299999952316284,4.722287654876709,1.9948945045471191,2.599092483520508,2.0796897411346436,26
SITE629,48,29,8,11,2,17,0.0,0.3636363744735718,-2.0879018306732178,4.2727274894714355,5.196152210235596,3.9774847626686096,2.5899322032928467,2.4761581420898438,2
SITE639,44,26,6,12,3,18,0.1666666716337204,0.1666666716337204,-4.032257556915283,4.166666507720947,4.6547465324401855,2.2415155172348022,2.986617088317871,2.5136890411376953,3
SITE648,24,17,4,3,3,18,0.3333333432674408,0.3333333432674408,-2.0,2.0,2.4494898319244385,4.025657892227173,2.6662540435791016,2.139033555984497,3
SITE658,56,34,6,16,2,17,0.0625,0.3125,-1.9973161220550537,3.8125,4.670385360717773,2.954641580581665,2.9800384044647217,2.3679471015930176,2
SITE683,29,15,7,7,3,18,0.2857142984867096,1.0,-0.1951218843460083,1.1428571939468384,1.4142135381698608,5.413978576660156,1.9738353490829468,2.1279656887054443,3
SITE684,53,29,9,15,3,18,0.06666667014360428,0.6666666865348816,-0.4036545753479004,2.4666666984558105,3.3565855026245117,2.343518018722534,2.67071533203125,2.1940090656280518,3
SITE692,61,36,7,18,27,42,0.2222222238779068,0.3888888955116272,-2.1891891956329346,3.0,3.620926856994629,1.8088198105494182,2.087952136993408,1.9284065961837769,27
SITE719,65,39,5,21,2,17,0.190476194024086,0.6190476417541504,-0.05668008327484131,2.2857143878936768,2.8784916400909424,3.410925547281901,2.218898296356201,2.221724033355713,2
SITE721,48,27,7,14,2,17,0.0,0.2857142984867096,-3.7302451133728027,5.285714149475098,5.952190399169922,2.5342077016830444,2.5423123836517334,2.522695541381836,2
SITE722,62,37,12,13,10,25,0.1538461595773697,0.7692307829856873,-0.0780489444732666,1.692307710647583,2.2870874404907227,1.8351869980494182,1.7210338115692139,2.096961498260498,10
SITE725,32,18,7,7,8,23,0.2857142984867096,0.4285714328289032,-1.4952151775360107,3.5714285373687744,4.613644599914551,1.878838837146759,3.8475871086120605,2.3840997219085693,8
SITE734,49,29,9,11,8,23,0.27272728085517883,0.7272727489471436,-0.21891891956329346,1.545454502105713,1.9306145906448364,1.8625956773757935,2.0384950637817383,1.9328173398971558,8
SITE735,64,38,6,20,2,17,0.10000000149011612,0.44999998807907104,-0.4015570878982544,3.0,3.549647808074951,2.941979169845581,2.243657350540161,2.1718173027038574,2
SITE739,39,25,5,9,1,16,0.0,0.0,-14.450002670288086,5.666666507720947,5.8594651222229,9.749961972236633,1.9407176971435547,4.901941776275635,1
SITE747,128,80,13,35,4,19,0.08571428805589676,0.48571428656578064,-0.6964071989059448,2.799999952316284,3.3890578746795654,2.1245800018310548,2.03666353225708,2.560804526011149,4
SITE760,156,95,25,36,3,18,0.8888888955116272,0.9722222089767456,0.0,0.1666666716337204,0.5773502588272095,0.5816139003145508,0.9018430113792419,0.41360657413800556,3
SITE786,33,19,5,9,2,17,0.0,0.7777777910232544,-0.005076169967651367,2.444444417953491,3.126943826675415,4.390382766723633,3.6663053035736084,2.705127477645874,2
SITE801,27,15,2,10,4,19,0.20000000298023224,0.20000000298023224,-0.4951990842819214,2.9000000953674316,3.3015148639678955,3.021970272064209,2.494868755340576,2.41416597366333,4
SITE802,33,22,4,7,3,18,0.4285714328289032,1.0,-1.1666667461395264,1.0,1.3627703189849854,1.9644463062286377,2.325174570083618,1.710315465927124,3
SITE807,23,12,2,9,4,19,0.1111111119389534,0.4444444477558136,-1.0,2.444444417953491,2.8284270763397217,3.16145396232605,2.9988908767700195,1.9676870107650757,4
SITE808,21,15,1,5,2,17,0.4000000059604645,1.0,-1.5,1.2000000476837158,1.5491933822631836,5.59311056137085,0.7055174708366394,5.731741428375244,2
SITE821,32,21,4,7,4,19,0.0,0.0,-10.5,6.0,6.27921724319458,2.1121855974197388,2.941154718399048,2.631072759628296,4
SITE831,40,27,3,10,3,18,0.20000000298023224,0.20000000298023224,-2.4257426261901855,3.5,4.159326553344727,2.369935393333435,2.082845687866211,2.3549649715423584,3
SITE844,28,14,8,6,4,19,0.0,0.8333333134651184,-0.8620690107345581,2.8333332538604736,3.674234628677368,4.499467372894287,3.6194589138031006,3.104435682296753,4
SITE852,59,30,6,23,2,17,0.3478260934352875,0.6086956262588501,-0.4822540283203125,2.13043475151062,3.0,3.11349093914032,2.8884048461914062,2.209579348564148,2
SITE871,25,17,4,4,5,20,0.0,0.0,-31.148147583007812,7.25,7.36545991897583,1.9977443218231201,3.3550233840942383,1.946260929107666,5
OVERALL,3444,7364,1679,3444,0,0,0.2380952388048172,0.5479093790054321,-0.6512323617935181,2.6236934661865234,3.522616386413574,0.0,0.0,0.0,0
