epoch,accuracy,precision,recall,F1,AUC,expectedCE,maxCE,RMSCE,QWK,loss
16,0.23392555117607117,0.20761823654174805,0.23395583033561707,0.21004274487495422,0.6864700317382812,0.0216860082000494,0.1120416522026062,0.024617860093712807,0.563579797744751,2.0393281606248177
17,0.24090524017810822,0.21860511600971222,0.24086511135101318,0.2197915017604828,0.6889957189559937,0.022967157885432243,0.0811193585395813,0.025042181834578514,0.5661582946777344,2.0338995940794193
18,0.2462986409664154,0.22007258236408234,0.24625837802886963,0.22371868789196014,0.6925433874130249,0.021234262734651566,0.038197487592697144,0.02183014713227749,0.5694214701652527,2.021202927716896
19,0.25645092129707336,0.22933728992938995,0.25645703077316284,0.23413720726966858,0.6959472894668579,0.020004017278552055,0.1666271686553955,0.026278026401996613,0.5704637765884399,2.0094856193222985
20,0.25581640005111694,0.2269936501979828,0.2558469772338867,0.2337261438369751,0.6993827223777771,0.024427132681012154,0.11117982864379883,0.0267326757311821,0.5753777027130127,2.0020332757995014
21,0.26417088508605957,0.2332901656627655,0.2641656994819641,0.24041585624217987,0.7006146311759949,0.02110043168067932,0.0981568694114685,0.024895191192626953,0.5791174173355103,1.9896291097005192
22,0.26755499839782715,0.23697204887866974,0.2675400376319885,0.24395227432250977,0.7080463171005249,0.02590891160070896,0.074368417263031,0.02808378078043461,0.5800004601478577,1.975207254971343
23,0.2793993353843689,0.24725134670734406,0.27933269739151,0.2539006769657135,0.7103596329689026,0.019059421494603157,0.05121564865112305,0.020386135205626488,0.5880005955696106,1.9630340468863359
24,0.2756979763507843,0.24166719615459442,0.27571994066238403,0.2501096725463867,0.7131525874137878,0.026179268956184387,0.061569035053253174,0.030158400535583496,0.5822287797927856,1.9555009861686299
25,0.28891709446907043,0.25653523206710815,0.2889149785041809,0.2644188702106476,0.7186744809150696,0.020896131172776222,0.08620423078536987,0.022144243121147156,0.5981905460357666,1.9392510458902656
26,0.2965312898159027,0.2616461217403412,0.2965325713157654,0.2697491943836212,0.7222222089767456,0.01824375055730343,0.12860675156116486,0.021586690098047256,0.5970202088356018,1.9235966151135813
27,0.29727157950401306,0.2607289254665375,0.2973560690879822,0.2705513834953308,0.7282265424728394,0.023414909839630127,0.12942764163017273,0.02496078424155712,0.6084269285202026,1.9075422718641903
28,0.30298224091529846,0.2650964856147766,0.3029690980911255,0.2739975154399872,0.7292336821556091,0.01874144934117794,0.11822780966758728,0.020501887425780296,0.6104757785797119,1.9011287691226058
29,0.30975043773651123,0.2759440541267395,0.30978330969810486,0.28414270281791687,0.7331833243370056,0.016011694446206093,0.1426328420639038,0.017365895211696625,0.6156656742095947,1.8866512975111844
30,0.3067893385887146,0.26915687322616577,0.306732714176178,0.27865707874298096,0.7316161394119263,0.02311660721898079,0.13071668148040771,0.0255256537348032,0.6155996322631836,1.8896844140970972
31,0.30805838108062744,0.2717459797859192,0.3082316219806671,0.2820149064064026,0.735863208770752,0.023779600858688354,0.06051182746887207,0.027449116110801697,0.6230812072753906,1.8763994087422549
32,0.3133460283279419,0.27825814485549927,0.3133302927017212,0.2871042788028717,0.7384623885154724,0.022539295256137848,0.09354233741760254,0.02717089094221592,0.6265347003936768,1.8707478012126915
33,0.3141920566558838,0.27867645025253296,0.3141174018383026,0.2868840992450714,0.7405485510826111,0.025030873715877533,0.12920689582824707,0.02666027657687664,0.6283485889434814,1.8629867122863126
34,0.3182106614112854,0.2848441004753113,0.3182106614112854,0.29401323199272156,0.7416241765022278,0.021730804815888405,0.26898738741874695,0.02406523935496807,0.6292852163314819,1.862280543282148
35,0.31979694962501526,0.2894071936607361,0.31988975405693054,0.29754582047462463,0.7450991868972778,0.024516716599464417,0.09211131930351257,0.028548577800393105,0.63149094581604,1.851990047848568
36,0.31979694962501526,0.28548043966293335,0.3198351562023163,0.293967068195343,0.7476149797439575,0.023977965116500854,0.12055927515029907,0.026238681748509407,0.638227105140686,1.8468606127095097
37,0.3193739354610443,0.2872559428215027,0.3193223774433136,0.296204537153244,0.747053861618042,0.028253091499209404,0.1309790015220642,0.03101273626089096,0.6405061483383179,1.841487530524356
38,0.3270938992500305,0.2934182286262512,0.3271748423576355,0.30253416299819946,0.7509230375289917,0.024369044229388237,0.12032176554203033,0.02642391063272953,0.6404609680175781,1.8306514841650934
39,0.3284687101840973,0.29707619547843933,0.32839882373809814,0.3059099316596985,0.7530328035354614,0.021013278514146805,0.1308739185333252,0.022545015439391136,0.6526743173599243,1.823225030237447
40,0.326988160610199,0.2972410321235657,0.3269784152507782,0.3055897653102875,0.7533814907073975,0.027250980958342552,0.13080981373786926,0.030608074739575386,0.6531559228897095,1.8197833965272483
41,0.3324873149394989,0.2996642291545868,0.3325752913951874,0.3091505169868469,0.7559599876403809,0.021397028118371964,0.12843835353851318,0.026122575625777245,0.654574990272522,1.811401312121281
42,0.3372461795806885,0.30551448464393616,0.3371952176094055,0.31504717469215393,0.7577182650566101,0.02068290486931801,0.12916241586208344,0.025435732677578926,0.6595314145088196,1.8018674410740927
43,0.33978426456451416,0.31285911798477173,0.3397020101547241,0.32074037194252014,0.760600209236145,0.022033611312508583,0.13073526322841644,0.023825159296393394,0.6627165675163269,1.797919509777966
44,0.3404187858104706,0.31203553080558777,0.34042567014694214,0.3198765218257904,0.7604618668556213,0.01799803040921688,0.36750680208206177,0.02187504433095455,0.6680716276168823,1.792661862728356
45,0.3450719118118286,0.3165056109428406,0.3451123833656311,0.32434943318367004,0.7626487612724304,0.016150346025824547,0.13063400983810425,0.01917930319905281,0.6706290245056152,1.787528861396002
46,0.3486675024032593,0.3214499056339264,0.34869444370269775,0.3291623592376709,0.7669456601142883,0.019874650985002518,0.12803244590759277,0.021492348983883858,0.6733880639076233,1.7729153120779946
47,0.34771573543548584,0.3217030465602875,0.3477989435195923,0.32954153418540955,0.7690073847770691,0.023573337122797966,0.8669804930686951,0.026639895513653755,0.6711329221725464,1.7693733692976037
48,0.34750422835350037,0.31908735632896423,0.3475443422794342,0.32759514451026917,0.7674000263214111,0.019936947152018547,0.03746688365936279,0.02181764878332615,0.6746052503585815,1.7641983849143015
49,0.35141709446907043,0.3257693648338318,0.35147637128829956,0.3334875702857971,0.7714119553565979,0.019844768568873405,0.03123655915260315,0.021934056654572487,0.6772340536117554,1.7555645727465796
50,0.3578680157661438,0.33194732666015625,0.3578811287879944,0.3397858738899231,0.7740641832351685,0.019780326634645462,0.12647771835327148,0.022356649860739708,0.6814924478530884,1.7483058179493904
51,0.35289764404296875,0.3288833498954773,0.35288289189338684,0.33643442392349243,0.7726225852966309,0.025279292836785316,0.13245192170143127,0.028681766241788864,0.6883492469787598,1.7446938470737172
52,0.36738577485084534,0.34080132842063904,0.36739271879196167,0.3491280972957611,0.7784991264343262,0.013515373691916466,0.13284018635749817,0.017965953797101974,0.6884276866912842,1.7234583659422162
53,0.3585025370121002,0.33419984579086304,0.3586229681968689,0.34199362993240356,0.777246356010437,0.024947283789515495,0.043169617652893066,0.02708861604332924,0.6946020722389221,1.724168003311417
54,0.36749154329299927,0.34338051080703735,0.3674457371234894,0.3508334755897522,0.7814476490020752,0.01796017214655876,0.03881406784057617,0.019424602389335632,0.7020678520202637,1.711394792684242
55,0.37425974011421204,0.3515443205833435,0.37427300214767456,0.358085572719574,0.7858104109764099,0.017017366364598274,0.04076749086380005,0.018333112820982933,0.7086793184280396,1.6963394029088006
56,0.3727791905403137,0.3513856828212738,0.37281063199043274,0.35776618123054504,0.7857550382614136,0.020166438072919846,0.041066110134124756,0.02481871284544468,0.7048811912536621,1.6978288927255747
57,0.3837774991989136,0.36135298013687134,0.38394400477409363,0.3683409094810486,0.7899080514907837,0.013045343570411205,0.043022215366363525,0.017819847911596298,0.7132874727249146,1.6791813251532481
58,0.3832487165927887,0.3612237870693207,0.38334235548973083,0.36792269349098206,0.792086124420166,0.02157663181424141,0.03577330708503723,0.023522531613707542,0.713250994682312,1.6675909388488916
59,0.3803934156894684,0.36161667108535767,0.38041800260543823,0.3674962520599365,0.7939404249191284,0.02282400242984295,0.06094956398010254,0.02634674683213234,0.7208192944526672,1.6637567065895715
60,0.3850465416908264,0.3674538731575012,0.38506782054901123,0.3732090890407562,0.7957013845443726,0.019353237003087997,0.035498619079589844,0.021085090935230255,0.7221128344535828,1.6535015832349154
61,0.3921319842338562,0.3732597231864929,0.39206844568252563,0.37891483306884766,0.7979426383972168,0.015923283994197845,0.03641843795776367,0.018159199506044388,0.7327888011932373,1.6400311441994346
62,0.3998519480228424,0.3818284273147583,0.3997795581817627,0.3869665563106537,0.8014055490493774,0.01748017594218254,0.03429856896400452,0.01928587071597576,0.7364920973777771,1.6228927872104293
63,0.4037648141384125,0.38487425446510315,0.40370631217956543,0.39082321524620056,0.8025732040405273,0.015270154923200607,0.07094737887382507,0.021361682564020157,0.7432193756103516,1.6164048216266278
64,0.39911168813705444,0.3832501173019409,0.39908236265182495,0.3876410722732544,0.8046349287033081,0.020663592964410782,0.05446368455886841,0.024358583614230156,0.7424802780151367,1.611250282039901
65,0.41021573543548584,0.39606064558029175,0.41015204787254333,0.39979320764541626,0.8094559907913208,0.013196352869272232,0.050354570150375366,0.018466569483280182,0.7471034526824951,1.597563804103639
66,0.41074448823928833,0.39574864506721497,0.4107809066772461,0.40013670921325684,0.8115604519844055,0.01750892587006092,0.04323488473892212,0.019777784124016762,0.7547779679298401,1.5757114538283103
67,0.41391709446907043,0.4004228711128235,0.4138680398464203,0.4041173458099365,0.8130987882614136,0.023007012903690338,0.048818498849868774,0.025441356003284454,0.7588517665863037,1.568949541363819
68,0.41878172755241394,0.40536823868751526,0.4187506139278412,0.4094621241092682,0.816321849822998,0.020636364817619324,0.06543838977813721,0.025908740237355232,0.7584893107414246,1.5533743216301585
69,0.42332911491394043,0.4104216992855072,0.42329835891723633,0.41359272599220276,0.8168783187866211,0.02000845968723297,0.033346474170684814,0.02201857790350914,0.768154501914978,1.5515551164670631
70,0.4247038960456848,0.4117516875267029,0.4246324598789215,0.41588181257247925,0.819543719291687,0.019414959475398064,0.036035388708114624,0.022432107478380203,0.7685613632202148,1.5352482511307388
71,0.4334813952445984,0.42157140374183655,0.43351292610168457,0.4245334565639496,0.8213537335395813,0.013332061469554901,0.04347938299179077,0.017610548064112663,0.7725298404693604,1.5228158359600221
72,0.4282994866371155,0.416785329580307,0.42834410071372986,0.420335590839386,0.8236538171768188,0.024643894284963608,0.07801651954650879,0.029759161174297333,0.7727925777435303,1.517387897028333
73,0.4445854425430298,0.4342045187950134,0.44461745023727417,0.43648919463157654,0.828629195690155,0.012592926621437073,0.05584818124771118,0.018466521054506302,0.7868453860282898,1.490619236846059
74,0.4467005133628845,0.4358358383178711,0.44670939445495605,0.4383920729160309,0.8315684199333191,0.013562735170125961,0.0316777229309082,0.01489711832255125,0.795305609703064,1.4801600614780097
75,0.4492385685443878,0.4392305016517639,0.44920819997787476,0.4420107305049896,0.8338562250137329,0.02048579230904579,0.056458666920661926,0.02281644381582737,0.792673647403717,1.4642412942879894
76,0.45473772287368774,0.44542986154556274,0.4546733498573303,0.4478532671928406,0.8364604711532593,0.016756977885961533,0.0356903076171875,0.019671710208058357,0.7946017384529114,1.4578237738302715
77,0.45738154649734497,0.44712716341018677,0.4573397636413574,0.45036131143569946,0.8380191922187805,0.016990499570965767,0.03422263264656067,0.019313225522637367,0.7984476089477539,1.4468115458230282
78,0.4651015102863312,0.4556194841861725,0.46506738662719727,0.45796918869018555,0.8415390253067017,0.013979801908135414,0.03036367893218994,0.01570870541036129,0.8069686889648438,1.4274726992129476
79,0.46192893385887146,0.4546017050743103,0.4619409143924713,0.4558411240577698,0.8425394892692566,0.022732270881533623,0.050129443407058716,0.02729206532239914,0.803435206413269,1.4265424676756382
80,0.47282150387763977,0.46582818031311035,0.4728308320045471,0.46756187081336975,0.8469850420951843,0.016206521540880203,0.035938918590545654,0.01798713020980358,0.813115119934082,1.4035277555234937
