site_id,n_total,n_train,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,test_loss,epoch
SITE10,16,0,16,0,0,0.1875,0.6875,0.25412166118621826,1.875,2.2638463973999023,0.0,0.0,0
SITE104,12,0,12,0,0,0.0833333358168602,0.5833333134651184,-0.3984251022338867,2.1666667461395264,2.4832773208618164,0.0,0.0,0
SITE106,14,0,14,0,0,0.1428571492433548,0.5714285969734192,-0.41276049613952637,2.5,3.327375650405884,0.0,0.0,0
SITE11,6,0,6,0,0,0.0,0.3333333432674408,-1.5153846740722656,3.8333332538604736,4.262237071990967,0.0,0.0,0
SITE111,15,0,15,0,0,0.46666666865348816,0.6000000238418579,0.09401261806488037,1.7999999523162842,2.7688746452331543,0.0,0.0,0
SITE115,17,0,17,0,0,0.3529411852359772,0.6470588445663452,0.11664891242980957,1.7647058963775635,2.400980234146118,0.0,0.0,0
SITE116,14,0,14,0,0,0.3571428656578064,0.7857142686843872,0.4677528738975525,1.4285714626312256,2.0,0.0,0.0,0
SITE117,24,0,24,0,0,0.1666666716337204,0.6666666865348816,-0.3624454736709595,1.9583333730697632,2.440969705581665,0.0,0.0,0
SITE119,12,0,12,0,0,0.1666666716337204,0.5,-0.8144329786300659,3.0,3.8297085762023926,0.0,0.0,0
SITE12,16,0,16,0,0,0.125,0.75,0.09033483266830444,1.875,2.3717081546783447,0.0,0.0,0
SITE125,8,0,8,0,0,0.25,0.625,-0.5911601781845093,2.5,3.674234628677368,0.0,0.0,0
SITE127,16,0,16,0,0,0.375,0.75,0.2250000238418579,1.375,1.9685019254684448,0.0,0.0,0
SITE128,18,0,18,0,0,0.1666666716337204,0.5555555820465088,-0.4634820222854614,2.3888888359069824,3.135814666748047,0.0,0.0,0
SITE129,15,0,15,0,0,0.0,0.46666666865348816,-0.34078216552734375,2.799999952316284,3.265986442565918,0.0,0.0,0
SITE13,29,0,29,0,0,0.13793103396892548,0.517241358757019,-1.195913553237915,2.275861978530884,2.947822093963623,0.0,0.0,0
SITE132,8,0,8,0,0,0.125,0.625,-1.1657459735870361,3.125,4.286607265472412,0.0,0.0,0
SITE134,9,0,9,0,0,0.2222222238779068,0.6666666865348816,-0.6474575996398926,2.444444417953491,3.464101552963257,0.0,0.0,0
